,Test_Type,Test.Year,Accountability.School,Test_Code,mean
478,Regents,2015,Corcoran High School,SC_LIVENR,62.10882353
479,Regents,2015,Corcoran High School,SC_PHYS,63.30952381
480,Regents,2015,Corcoran High School,US_HIST,71.49428571
481,Regents,2015,Danforth Middle School,LOTE_A,66.76190476
482,Regents,2015,Danforth Middle School,SC_LIVENR,62
483,Regents,2015,Edward Smith Middle,ALGEBRACC,69.11538462
484,Regents,2015,Edward Smith Middle,LOTE_A,79.7173913
485,Regents,2015,Edward Smith Middle,SC_LIVENR,86.64285714
486,Regents,2015,Elmcrest Children's Center School,ALGEBRA,48.31578947
487,Regents,2015,Elmcrest Children's Center School,ALGEBRA2/TRIG,55
488,Regents,2015,Elmcrest Children's Center School,ALGEBRACC,54.09090909
489,Regents,2015,Elmcrest Children's Center School,COMP_ENG,72.75
490,Regents,2015,Elmcrest Children's Center School,GEOM,40.2
491,Regents,2015,Elmcrest Children's Center School,GEOM_CC,46.33333333
492,Regents,2015,Elmcrest Children's Center School,GLOBAL,45.07142857
493,Regents,2015,Elmcrest Children's Center School,SC_EARTH,48.16666667
494,Regents,2015,Elmcrest Children's Center School,SC_LIVENR,65.57142857
495,Regents,2015,Elmcrest Children's Center School,US_HIST,65
496,Regents,2015,Expeditionary Learning Middle School,LOTE_A,87.47619048
497,Regents,2015,Fowler High School,ALGEBRA,55.36344086
498,Regents,2015,Fowler High School,ALGEBRA2/TRIG,52.02857143
499,Regents,2015,Fowler High School,ALGEBRACC,48.65284974
500,Regents,2015,Fowler High School,COMP_ENG,55.66489362
501,Regents,2015,Fowler High School,GEOM,49.78828829
502,Regents,2015,Fowler High School,GEOM_CC,41.26993865
503,Regents,2015,Fowler High School,GLOBAL,48.72361809
504,Regents,2015,Fowler High School,LOTE_B,85.2
505,Regents,2015,Fowler High School,SC_CHEM,54
506,Regents,2015,Fowler High School,SC_EARTH,55.59016393
507,Regents,2015,Fowler High School,SC_LIVENR,51.40104167
508,Regents,2015,Fowler High School,SC_PHYS,51.9
509,Regents,2015,Fowler High School,US_HIST,60.51886792
510,Regents,2015,Frazer Middle School,ALGEBRACC,62.07692308
511,Regents,2015,Frazer Middle School,LOTE_A,79.44897959
512,Regents,2015,Frazer Middle School,SC_LIVENR,76.58333333
513,Regents,2015,Grant Middle School,ALGEBRACC,67.6875
514,Regents,2015,Grant Middle School,LOTE_A,78.14516129
515,Regents,2015,Grant Middle School,SC_LIVENR,78.37931034
516,Regents,2015,Henninger High School,ALGEBRA,56.43603133
517,Regents,2015,Henninger High School,ALGEBRA2/TRIG,57.26966292
518,Regents,2015,Henninger High School,ALGEBRACC,51.53826531
519,Regents,2015,Henninger High School,COMP_ENG,66.18241758
520,Regents,2015,Henninger High School,GEOM,55.45214521
521,Regents,2015,Henninger High School,GEOM_CC,52.15765766
522,Regents,2015,Henninger High School,GLOBAL,57.00723589
523,Regents,2015,Henninger High School,LOTE_B,83.73626374
524,Regents,2015,Henninger High School,SC_CHEM,62.9047619
525,Regents,2015,Henninger High School,SC_EARTH,56.19047619
526,Regents,2015,Henninger High School,SC_LIVENR,59.16853933
527,Regents,2015,Henninger High School,SC_PHYS,63.51162791
528,Regents,2015,Henninger High School,US_HIST,69.33412322
529,Regents,2015,Huntington Middle School,ALGEBRACC,66.93548387
530,Regents,2015,Huntington Middle School,LOTE_A,54.09090909
531,Regents,2015,Huntington Middle School,SC_LIVENR,75.89655172
532,Regents,2015,Hurlbut W. Smith Middle School,ALGEBRACC,65.42307692
533,Regents,2015,Hurlbut W. Smith Middle School,LOTE_A,78.9375
534,Regents,2015,Hurlbut W. Smith Middle School,SC_LIVENR,80.57692308
535,Regents,2015,Institute of Technology at Syracuse Central,ALGEBRA,65.11111111
536,Regents,2015,Institute of Technology at Syracuse Central,ALGEBRA2/TRIG,53.75510204
537,Regents,2015,Institute of Technology at Syracuse Central,ALGEBRACC,58.57391304
538,Regents,2015,Institute of Technology at Syracuse Central,COMP_ENG,64.32748538
539,Regents,2015,Institute of Technology at Syracuse Central,GEOM,58.88741722
540,Regents,2015,Institute of Technology at Syracuse Central,GEOM_CC,46.5462963
541,Regents,2015,Institute of Technology at Syracuse Central,GLOBAL,62.70535714
542,Regents,2015,Institute of Technology at Syracuse Central,LOTE_B,87.58823529
543,Regents,2015,Institute of Technology at Syracuse Central,SC_CHEM,62.3015873
544,Regents,2015,Institute of Technology at Syracuse Central,SC_EARTH,67.01754386
545,Regents,2015,Institute of Technology at Syracuse Central,SC_LIVENR,75.83969466
546,Regents,2015,Institute of Technology at Syracuse Central,SC_PHYS,98
547,Regents,2015,Institute of Technology at Syracuse Central,US_HIST,76.54901961
548,Regents,2015,Lincoln Middle School,ALGEBRACC,63.44827586
549,Regents,2015,Lincoln Middle School,LOTE_A,64.34848485
550,Regents,2015,Lincoln Middle School,SC_LIVENR,70.70833333
551,Regents,2015,Nottingham High School,ALGEBRA,59.36923077
552,Regents,2015,Nottingham High School,ALGEBRA2/TRIG,64.89010989
553,Regents,2015,Nottingham High School,ALGEBRACC,59.73033708
554,Regents,2015,Nottingham High School,COMP_ENG,68.11764706
555,Regents,2015,Nottingham High School,GEOM,56.4469697
556,Regents,2015,Nottingham High School,GEOM_CC,44.62
557,Regents,2015,Nottingham High School,GLOBAL,57.20034542
558,Regents,2015,Nottingham High School,LOTE_B,80.9375
559,Regents,2015,Nottingham High School,SC_CHEM,70.51923077
560,Regents,2015,Nottingham High School,SC_EARTH,59.00684932
561,Regents,2015,Nottingham High School,SC_LIVENR,57.42643392
562,Regents,2015,Nottingham High School,SC_PHYS,76.27586207
563,Regents,2015,Nottingham High School,US_HIST,71.61702128
564,Regents,2015,Public Service Leadership Academy at Fowler,ALGEBRA,63
565,Regents,2015,Public Service Leadership Academy at Fowler,ALGEBRA2/TRIG,49
566,Regents,2015,Public Service Leadership Academy at Fowler,ALGEBRACC,48.71276596
567,Regents,2015,Public Service Leadership Academy at Fowler,GEOM,69.33333333
568,Regents,2015,Public Service Leadership Academy at Fowler,GEOM_CC,59.16666667
569,Regents,2015,Public Service Leadership Academy at Fowler,GLOBAL,41.6
570,Regents,2015,Public Service Leadership Academy at Fowler,LOTE_B,94
571,Regents,2015,Public Service Leadership Academy at Fowler,SC_EARTH,69.5
572,Regents,2015,Public Service Leadership Academy at Fowler,SC_LIVENR,57.65873016
573,Regents,2015,Roberts Middle School,ALGEBRACC,69.4
574,Regents,2015,Roberts Middle School,LOTE_A,86.14285714
575,Regents,2015,Roberts Middle School,SC_LIVENR,85.30769231
576,Regents,2015,Westside Academy at Blodgett,LOTE_A,57.16901408
577,Regents,2015,NA,ALGEBRACC,55.8125
578,Regents,2015,NA,COMP_ENG,69
579,Regents,2015,NA,GEOM,70.83333333
580,Regents,2015,NA,GEOM_CC,42.4
581,Regents,2015,NA,GLOBAL,58
582,Regents,2015,NA,LOTE_B,87
583,Regents,2015,NA,SC_EARTH,62.66666667
584,Regents,2015,NA,SC_LIVENR,65.65454545
585,Regents,2015,NA,US_HIST,83
