OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
62,0,31150008100000030260000000,1240.77542005,70.00000000,536.00000000,0.86000000,0.86134068,1.20665120,31150008100000030260000000,N, ,Southside,Strathmore,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1200,GLENWOOD AVE & REED AVE &,7700.00000000,40000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1132000800,11,081.-03-26.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
63,0,31150008700000060470000000,1700.85813648,370.00000000,432.00000000,3.40000000,3.66942149,3.44068080,31150008700000060470000000,N, ,Southside,Strathmore,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,351,SUMMIT AVE,148100.00000000,148100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1288003905,12,087.-06-47.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
64,0,31150005100000020130000000,3199.05925642,871.52000000,778.80000000,14.90000000,15.58172121,14.91033331,31150005100000020130000000,N, ,Eastside,University Neighborhood,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,1015,COMSTOCK AVE,1135000.00000000,1210000.00000000,84700.00000000,84700.00000000,84700.00000000, ,0000, ,1918200100,19,051.-02-13.0,84700.00000000,84700.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
65,0,31150008200000040060000000,8037.39390777,753.00000000,1634.37000000,28.25000000,28.25253926,61.42512289,31150008200000040060000000,N, ,Southside,Strathmore,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,604,ONONDAGA AVE TO ROBERT AV,1500000.00000000,2500000.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,1267006900,12,082.-04-06.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
66,0,31150008300000030010000000,5779.19103379,157.32000000,1200.00000000,4.33000000,4.33388430,24.52109249,31150008300000030010000000,Y, ,Southside,Southside,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1216,MIDLAND AVE & BEARD AVE W,344300.00000000,1700000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,1961102200,19,083.-03-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
67,0,31150005500000050010000000,3493.83706580,575.59000000,1331.60000000,17.60000000,17.59540046,12.62728552,31150005500000050010000000,N, ,Eastside,University Neighborhood,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,600,BROAD ST & WESTCOTT ST &,189000.00000000,295000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1912001900,19,055.-05-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
68,0,31150005500000010010000000,2210.26347841,419.00000000,624.46000000,6.01000000,6.00662856,6.56066470,31150005500000010010000000,N, ,Eastside,University Neighborhood,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1106,LANCASTER AVE & BROAD ST,242000.00000000,3565300.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1950000905,19,055.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
69,0,31150008300000010010000000,5052.21827262,1142.00000000,291.00000000,7.63000000,7.62906336,13.78979433,31150008300000010010000000,Y, ,Southside,Elmwood,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,501,ONONDAGA AVE,30400.00000000,30400.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1267006100,12,083.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
70,0,31150008900000110030000000,5926.31118396,2277.00000000,1150.00000000,60.11000000,60.11363636,30.13203718,31150008900000110030000000,N, ,Southside,Winkworth,SW,553,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1901,GLENWOOD AVE TO WINKWORTH,307000.00000000,2059688.00000000,2059688.00000000,2059688.00000000,2059688.00000000, ,1950, ,1132004100,11,089.-11-03.0,2059688.00000000,2059688.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
71,0,31150008500000130430000000,168.93563588,29.75000000,72.25000000,0.05000000,0.04934430,0.02270377,31150008500000130430000000,Y, ,Southside,Southside,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,701,MIDLAND AVE & CORTLAND AV,2000.00000000,2000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1861001100,18,085.-13-43.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
72,0,31150008600000090350000000,766.84833144,20.00000000,335.00000000,0.15000000,0.15381084,0.30510685,31150008600000090350000000,Y, ,Southside,Southwest,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,801,SOUTH AVE & MARTIN LUTHER,17800.00000000,17800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1285010000,12,086.-09-35.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
73,0,31150008700000090030000000,2762.11611243,687.61000000,496.00000000,7.83000000,7.82953535,6.12584231,31150008700000090030000000,N, ,Southside,Strathmore,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,534,STOLP AVE & ROBERTS AVE T,228500.00000000,5790000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1187001000,11,087.-09-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
74,0,31150008500000120320000000,1310.73964300,462.00000000,193.00000000,2.05000000,2.04696970,2.05094213,31150008500000120320000000,Y, ,Southside,Southside,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,220,KENNEDY ST W,99100.00000000,1200000.00000000,0.00000000,0.00000000,0.00000000, ,1890, ,1847102900,18,085.-12-32.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
75,0,31150008700000090010000000,1080.59797282,264.00000000,277.37000000,1.68000000,1.68103030,1.67456083,31150008700000090010000000,N, ,Southside,Strathmore,SW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,1607,GEDDES ST S & GRANT AVE,170400.00000000,5040000.00000000,0.00000000,0.00000000,0.00000000, ,1968, ,1131006600,11,087.-09-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
76,0,31150008400000050250000000,461.14889247,100.00000000,130.75000000,0.30000000,0.30016070,0.29952402,31150008400000050250000000,Y, ,Southside,Southside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,220,KENNEDY ST E & BAKER AVE,15000.00000000,15000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1847002300,18,084.-05-25.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
77,0,31150008700000060010000000,491.34886740,44.00000000,117.00000000,0.12000000,0.11818182,0.32150434,31150008700000060010000000,N, ,Southside,Strathmore,SW,692,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,805,BELLEVUE AVE & SUMMIT AVE,31800.00000000,31800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1207106900,12,087.-06-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
78,0,31150008500000110010010000,1910.28998871,297.00000000,494.00000000,3.37000000,3.36818182,3.34076980,31150008500000110010010000,Y, ,Southside,Southside,SE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,116,CASTLE ST E & STATE ST S,436300.00000000,4500000.00000000,4500000.00000000,4500000.00000000,4500000.00000000, ,1998, ,1815001001,18,085.-11-01.1,4500000.00000000,4500000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
79,0,31150008500000130180000000,562.53677535,82.00000000,132.07000000,0.25000000,0.24861662,0.36646094,31150008500000130180000000,Y, ,Southside,Southside,SW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,122-24,FURMAN ST,13800.00000000,180000.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,1830000900,18,085.-13-18.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
80,0,31150009100000150050000000,324.00909596,42.00000000,120.00000000,0.12000000,0.11570248,0.11570848,31150009100000150050000000,N, ,Westside,Skunk City,SW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1703,ONONDAGA ST W,20100.00000000,85000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,1167117700,11,091.-15-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
81,0,31150009200000220010000000,826.94323051,215.53000000,174.36000000,0.86000000,0.86271375,0.92339995,31150009200000220010000000,N, ,Westside,Near Westside,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1233-43,ONONDAGA ST W & GEDDES ST,58500.00000000,58500.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1167108600,11,092.-22-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
82,0,31150009200000130160000000,572.80256029,88.00000000,216.70000000,0.44000000,0.43777778,0.37280011,31150009200000130160000000,N, ,Westside,Near Westside,SW,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,806-08,BELLEVUE AVE,34800.00000000,150000.00000000,0.00000000,0.00000000,0.00000000, ,1972, ,1107000100,11,092.-13-16.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
83,0,31150008600000030120000000,730.05196238,240.00000000,125.06000000,0.69000000,0.68903581,0.68862426,31150008600000030120000000,Y, ,Southside,Southwest,SW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,350,RICH ST,33000.00000000,360000.00000000,0.00000000,0.00000000,0.00000000, ,1974, ,1276004800,12,086.-03-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
84,0,31150008500000100320000000,683.49991427,143.75000000,198.00000000,0.65000000,0.65340909,0.65338034,31150008500000100320000000,Y, ,Southside,Southside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1439,STATE ST S,21600.00000000,27000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1886009301,18,085.-10-32.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
85,0,31150008500000100310000000,768.83025799,188.00000000,198.00000000,0.85000000,0.85454545,0.83459593,31150008500000100310000000,Y, ,Southside,Southside,SE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1453-63,STATE ST S,38000.00000000,470000.00000000,0.00000000,0.00000000,0.00000000, ,1962, ,1886009500,18,085.-10-31.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
86,0,31150008500000060050000000,290.26024948,106.85000000,55.00000000,0.13000000,0.13491162,0.09612028,31150008500000060050000000,Y, ,Southside,Southside,SE,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1339,STATE ST S & MARTIN LUTHE,17500.00000000,24000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1886007001,18,085.-06-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
87,0,31150005000000040060010000,2020.43975144,264.00000000,491.85000000,2.98000000,2.98090909,5.55982982,31150005000000040060010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,800,RAYNOR AVE E & STADIUM PL,1845000.00000000,15570000.00000000,0.00000000,0.00000000,0.00000000, ,1962, ,1674002501,16,050.-04-06.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
88,0,31150005100000010010000000,14738.88679700,996.75000000,1017.63000000,140.30000000,23.28564514,140.56400537,31150005100000010010000000,N, ,Eastside,Outer Comstock,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,940,COMSTOCK AVE & COLVIN ST,1861000.00000000,3049100.00000000,0.00000000,0.00000000,0.00000000, ,1963, ,1618113400,16,051.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
89,0,31150008500000050110000000,1250.93696408,479.00000000,99.00000000,1.09000000,1.08863636,1.52469420,31150008500000050110000000,Y, ,Southside,Southside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1316-38,STATE ST S & MARTIN LUTHE,26600.00000000,34000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,1886008000,18,085.-05-11.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
90,0,31150009300000080120000000,1558.68642649,264.00000000,446.41000000,2.71000000,2.70551515,2.89908778,31150009300000080120000000,Y, ,Southside,Southwest,SW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,401-45,SOUTH AVE & CLOVER ST & L,216300.00000000,2790000.00000000,0.00000000,0.00000000,0.00000000, ,1973, ,1285002000,12,093.-08-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
91,0,31150005000000040070010000,3828.67892879,70.00000000,1174.33000000,1.89000000,1.88712351,14.16533732,31150005000000040070010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,930,IRVING AVE REAR,10460000.00000000,43703000.00000000,0.00000000,0.00000000,0.00000000, ,1940, ,1643003201,16,050.-04-07.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
92,0,31150009200000250150000000,460.64818777,116.05000000,150.00000000,0.40000000,0.39962121,0.28375558,31150009200000250150000000,Y, ,Westside,Skunk City,NW,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1204-06,GEDDES ST S & ROWLAND ST,62300.00000000,463100.00000000,0.00000000,0.00000000,0.00000000, ,1989, ,1131003500,11,092.-25-15.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
93,0,31150008500000070010000000,1979.37910935,518.71000000,534.09000000,6.36000000,6.35991331,5.28651425,31150008500000070010000000,Y, ,Southside,Southside,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,416,RAYNOR AVE E,366600.00000000,10000000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1874003400,18,085.-07-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
94,0,31150009200000180230000000,480.94929187,117.70000000,172.19000000,0.47000000,0.46526086,0.22982447,31150009200000180230000000,Y, ,Westside,Near Westside,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,200,BRADLEY ST & ELLIOTT ST &,50100.00000000,50100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1111001000,11,092.-18-23.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
95,0,31150005000000010010000000,1757.45977224,238.43000000,582.46000000,3.19000000,3.18815284,1.69690953,31150005000000010010000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,605-11,RAYNOR AVE E & HENRY ST &,700000.00000000,3609600.00000000,0.00000000,0.00000000,0.00000000, ,2011, ,1674000100,16,050.-01-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
96,0,31150005200000010050000000,353.99997660,55.00000000,122.00000000,0.15000000,0.15404040,0.15404420,31150005200000010050000000,N, ,Eastside,University Neighborhood,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,230,EUCLID AVE & OSTROM AVE,41300.00000000,130000.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,1626101100,16,052.-01-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
97,0,31150009400000220010010000,3330.09756153,872.00000000,480.00000000,9.61000000,9.60881543,14.79948513,31150009400000220010010000,Y, ,Southside,Southwest,SW,651,Community Services,0.00000000,32101.56000000,88780.67000000,55.00000000,200-84,CORTLAND AVE & OXFORD ST,1054600.00000000,7850000.00000000,0.00000000,0.00000000,0.00000000, ,1980, ,1819002001,18,094.-22-01.1,0.00000000,0.00000000,19536.31000000,12565.25000000,52989.06000000,35791.61000000, , , 
98,0,31150005000000040020000000,1733.85719922,417.41000000,445.90000000,4.27000000,4.27279888,4.30978501,31150005000000040020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,100,EUCLID AVE & COMSTOCK AVE,2583500.00000000,5417300.00000000,0.00000000,0.00000000,0.00000000, ,1953, ,1626100300,16,050.-04-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
99,0,31150009400000150010000000,900.84624592,66.00000000,325.52000000,0.49000000,0.49321212,0.75428716,31150009400000150010000000,Y, ,Southside,Southside,SE,682,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,301-07,OAKWOOD AVE & VANBUREN ST,80000.00000000,204600.00000000,0.00000000,0.00000000,0.00000000, ,1989, ,1866002601,18,094.-15-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
100,0,31150005200000060080000000,2678.42866220,112.00000000,132.00000000,0.34000000,0.33939394,5.16065679,31150005200000060080000000,N, ,Eastside,University Neighborhood,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,730-36,EUCLID AVE,213300.00000000,213300.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1626107800,16,052.-06-08.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
101,0,31150005000000040080000000,2569.83103645,428.00000000,750.00000000,7.37000000,7.36914601,9.63935096,31150005000000040080000000,N, ,Eastside,University Hill,SE,521,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,905-25,IRVING AVE,4371200.00000000,43442500.00000000,0.00000000,0.00000000,0.00000000, ,1981, ,1643002001,16,050.-04-08.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
102,0,31150004100000060280000000,170.00516174,39.60000000,44.00000000,0.04000000,0.04000000,0.04141704,31150004100000060280000000,N, ,Eastside,Meadowbrook,SE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,331,KIMBER RD,5400.00000000,5400.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1748001100,17,041.-06-28.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
103,0,31150004600000170130000000,363.99984421,48.00000000,132.00000000,0.15000000,0.14545455,0.13501707,31150004600000170130000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,760,OSTROM AVE,15900.00000000,135000.00000000,0.00000000,0.00000000,0.00000000, ,1960, ,1667004400,16,046.-17-13.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
104,0,31150004900000160080000000,2725.89303063,622.55000000,329.34000000,4.71000000,4.70685530,6.18351165,31150004900000160080000000,N, ,Eastside,University Hill,SE,641,Community Services,0.00000000,379443.26000000,782415.66000000,12.00000000,800,IRVING AVE & VANBUREN ST,2835200.00000000,131804000.00000000,0.00000000,0.00000000,0.00000000, ,1953, ,1643002000,16,049.-16-08.0,0.00000000,0.00000000,14370.11000000,365073.15000000,15375.62000000,767040.04000000, , , 
105,0,31150004900000160090000000,1904.82876040,518.10000000,306.05000000,3.64000000,3.64014015,4.20885914,31150004900000160090000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,401,VAN BUREN ST,222400.00000000,3244000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1693000100,16,049.-16-09.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
106,0,31150005000000050090010000,2611.40044748,893.00000000,336.35000000,6.90000000,6.89532943,7.07682021,31150005000000050090010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,123,COLLEGE PL TO COMSTOCK AV,3960000.00000000,51350000.00000000,0.00000000,0.00000000,0.00000000, ,1989, ,1618000602,16,050.-05-09.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
107,0,31150005000000040010010000,7579.16717325,1653.00000000,1164.00000000,44.17000000,44.17107438,53.30526848,31150005000000040010010000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,100,UNIVERSITY PL & COLLEGE P,25532000.00000000,230880000.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,1692100301,16,050.-04-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
108,0,31150009200000030090000000,1289.78033711,281.26000000,82.00000000,0.53000000,0.52946097,2.00031302,31150009200000030090000000,Y, ,Westside,Skunk City,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,940,GEDDES ST S & DELAWARE ST,59800.00000000,3517500.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,0831006300,08,092.-03-09.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
109,0,31150009300000030140000000,441.63325279,130.00000000,136.88000000,0.41000000,0.40850321,0.23229309,31150009300000030140000000,Y, ,Southside,Southwest,SW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,613,ONONDAGA ST W & SOUTH AVE,20100.00000000,20100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1067004900,10,093.-03-14.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
110,0,31150009200000080150000000,563.99982524,150.00000000,132.00000000,0.45000000,0.45454545,0.45455621,31150009200000080150000000,Y, ,Westside,Near Westside,NW,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,200,GRACE ST & MASSENA ST,29800.00000000,29800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1034003800,10,092.-08-15.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
111,0,31150004900000140020000000,1105.74261413,204.75000000,333.00000000,1.57000000,1.56523760,1.72248680,31150004900000140020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,201-05,UNIVERSITY PL & CROUSE AV,1503000.00000000,16500000.00000000,0.00000000,0.00000000,0.00000000, ,2006, ,1692100500,16,049.-14-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
112,0,31150009500000090080020000,933.68040903,198.00000000,269.11000000,1.22000000,1.22322727,1.18440208,31150009500000090080020000,Y, ,Southside,Southside,SE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,749,WARREN ST S TO LINDEN S,830000.00000000,3380000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,0994306203,09,095.-09-08.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
113,0,31150009500000090050010000,1620.27665263,490.96000000,310.00000000,3.49000000,3.49397612,3.39269266,31150009500000090050010000,Y, ,Southside,Southside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,201,NEW ST & STATE ST S,2212000.00000000,2212000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0963000800,09,095.-09-05.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
114,0,31150004900000150010000000,946.88364071,151.30000000,335.45000000,1.17000000,1.16514199,1.02429544,31150004900000150010000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,107-11,UNIVERSITY PL & CROUSE AV,892000.00000000,6200000.00000000,0.00000000,0.00000000,0.00000000, ,1983, ,1692100200,16,049.-15-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
115,0,31150004900000150020000000,946.58175272,335.78000000,153.00000000,1.18000000,1.17939256,1.02211422,31150004900000150020000000,N, ,Eastside,University Hill,SE,610,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,761-87,IRVING AVE & UNIVERSITY P,851000.00000000,13900000.00000000,0.00000000,0.00000000,0.00000000, ,1990, ,1643001401,16,049.-15-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
116,0,31150004000000010040000000,536.04423766,70.00000000,180.00000000,0.29000000,0.28925620,0.33609405,31150004000000010040000000,N, ,Eastside,Meadowbrook,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,3624,GENESEE ST E,22600.00000000,22600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1731320600,17,040.-01-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
117,0,31150004600000010020000000,2106.60159355,330.57000000,361.09000000,2.74000000,2.74025531,1.84161664,31150004600000010020000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,516,OSTROM AVE & WAVERLY AVE,58100.00000000,3040400.00000000,0.00000000,0.00000000,0.00000000, ,1963, ,1667001500,16,046.-01-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
118,0,31150004900000120040000000,1588.42109613,478.09000000,330.62000000,3.63000000,3.62869871,2.46802575,31150004900000120040000000,N, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,305,WAVERLY AVE & WALNUT AVE,226700.00000000,2364000.00000000,0.00000000,0.00000000,0.00000000, ,1962, ,1694402000,16,049.-12-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
119,0,31150004900000120010000000,856.78982091,329.84000000,98.36000000,0.74000000,0.74479023,0.74597456,31150004900000120010000000,N, ,Eastside,University Hill,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,900,WALNUT AVE & MARSHALL ST,425600.00000000,425600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1694005500,16,049.-12-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
120,0,31150004500000010230000000,663.21367367,204.00000000,128.00000000,0.60000000,0.59944904,0.59817397,31150004500000010230000000,N, ,Eastside,Westcott,SE,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,105-07,VICTORIA PL,41800.00000000,550800.00000000,0.00000000,0.00000000,0.00000000, ,1963, ,1793000500,17,045.-01-23.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
121,0,31150004900000160140000000,718.01135339,194.00000000,153.93000000,0.69000000,0.68554683,0.70804250,31150004900000160140000000,N, ,Eastside,University Hill,SE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,915,ALMOND ST,193200.00000000,6731400.00000000,0.00000000,0.00000000,0.00000000, ,1971, ,1502004000,15,049.-16-14.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
122,0,31150009600000100030000000,1283.52932645,65.38000000,355.00000000,0.53000000,0.53282599,1.39439516,31150009600000100030000000,Y, ,Southside,Southwest,SW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,423,ONONDAGA ST W TO TEMPLE,69500.00000000,270000.00000000,270000.00000000,270000.00000000,270000.00000000, ,1927, ,1067003701,10,096.-10-03.0,270000.00000000,270000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
