OBJECTID,OID_,TAX_ID,Shape_Leng,FRONTFEET,DEPTH,ACRES,FFxDAcres,Shape_Acre,TAX_ID_1,SURA,SEIZB,TNT_NAME,Nhood,Quad,LUCODE,LandUse,Units,AmtDelinqu,TOTINT,YrsDelinqu,StNum,StName,Lvalue,Fvalue,CityTaxabl,STARS,STARC,STAR,YEARB,SALES,PNUMBR,WARD,SBL,CountyTXBL,SchoolTXBL,TOTSYR,TOTONO,INTSYR,INTONO,ACTRST,SENIOR_EXE,VET_EXEMPT
380,0,31150003000000170020060000,1585.32168559,528.30000000,264.00000000,3.20000000,3.20181818,3.20407649,31150003000000170020060000,Y, ,Eastside,University Hill,SE,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,801-49,FAYETTE ST E & FORMAN AVE,558200.00000000,3600000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1527007105,15,030.-17-02.6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
381,0,31150003600000010140000000,1386.00457474,462.00000000,231.00000000,2.45000000,2.45000000,2.44865591,31150003600000010140000000,Y, ,Eastside,Near Eastside,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,200-252,WESTMORELAND AVE TO IVES,117000.00000000,178000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,1795300301,17,036.-01-14.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
382,0,31150010900000030020000000,2345.25834054,529.24000000,606.57000000,7.37000000,7.36963055,5.69456490,31150010900000030020000000,Y, ,Westside,Park Ave.,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,801-843,PARK AVE TO RICHMOND AVE,535700.00000000,672000.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,0268012900,02,109.-03-02.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
383,0,31150010300000150060000000,521.28576237,180.00000000,82.65000000,0.34000000,0.34152893,0.33369854,31150010300000150060000000,N, ,Downtown,Downtown,SE,681,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,301,WATER ST E & ERIE BLVD E,147600.00000000,632000.00000000,0.00000000,0.00000000,0.00000000, ,1950, ,1594200100,15,103.-15-06.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
384,0,31150003000000150010010000,1584.37968773,528.14000000,264.33000000,3.20000000,3.20484955,3.00143949,31150003000000150010010000,Y, ,Eastside,University Hill,SE,613,Schools,0.00000000,0.00000000,0.00000000,0.00000000,727,WASHINGTON ST E TO WATER,915000.00000000,6826000.00000000,0.00000000,0.00000000,0.00000000, ,2008, ,1594107000,15,030.-15-01.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
385,0,31150010300000190010000000,1187.49475467,327.27000000,265.10000000,1.99000000,1.99171894,2.00007923,31150010300000190010000000,N, ,Downtown,Downtown,SE,652,Community Services,0.00000000,12815.89000000,6010.06000000,8.00000000,301,WASHINGTON ST E & MARKET,1053000.00000000,8635000.00000000,0.00000000,0.00000000,0.00000000, ,1955, ,1594100200,15,103.-19-01.0,0.00000000,0.00000000,12815.89000000,0.00000000,6010.06000000,0.00000000, , , 
386,0,31150010300000180010000000,690.63943354,80.00000000,265.20000000,0.49000000,0.48705234,0.48726364,31150010300000180010000000,N, ,Downtown,Downtown,SE,652,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,233,WASHINGTON ST E & MONTGOM,318000.00000000,4117000.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,1594100100,15,103.-18-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
387,0,31150010900000020060000000,532.10807088,90.00000000,175.00000000,0.36000000,0.36157025,0.36368158,31150010900000020060000000,Y, ,Westside,Park Ave.,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,915,PARK AVE,35800.00000000,228800.00000000,228800.00000000,228800.00000000,228800.00000000, ,1921, ,0268015000,02,109.-02-06.0,228800.00000000,228800.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
388,0,31150003000000230190000000,396.00016996,66.00000000,132.00000000,0.20000000,0.20000000,0.20000516,31150003000000230190000000,Y, ,Eastside,University Hill,SE,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1039,FAYETTE ST E,52300.00000000,353000.00000000,0.00000000,0.00000000,0.00000000, ,1954, ,1527010500,15,030.-23-19.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
389,0,31150010400000180010000000,588.60142736,75.00000000,260.00000000,0.45000000,0.44765840,0.33081566,31150010400000180010000000,N, ,Downtown,Downtown,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,98,SALINA ST S & ERIE BLVD W,476800.00000000,476800.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0979100400,09,104.-18-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
390,0,31150003000000230200010000,828.00003336,206.25000000,132.00000000,0.63000000,0.62500000,0.61513279,31150003000000230200010000,Y, ,Eastside,University Hill,SE,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1031-35,FAYETTE ST E,97300.00000000,946000.00000000,946000.00000000,946000.00000000,946000.00000000, ,1994, ,1527010302,15,030.-23-20.1,946000.00000000,946000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
391,0,31150010400000270020000000,385.12093917,132.76000000,60.00000000,0.18000000,0.18286501,0.18226871,31150010400000270020000000,N, ,Downtown,Downtown,NW,963,Parks,0.00000000,8341.20000000,11974.03000000,22.00000000,216-26,SALINA ST S & FAYETTE ST,202000.00000000,202000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0979102100,09,104.-27-02.0,0.00000000,0.00000000,1804.80000000,6536.40000000,4189.56000000,7784.47000000, , , 
392,0,31150010400000240100000000,131.73020683,48.00000000,28.00000000,0.03000000,0.03085399,0.01542706,31150010400000240100000000,N, ,Downtown,Downtown,SE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,100,WATER ST E & WARREN ST S,53800.00000000,100000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0994600800,09,104.-24-10.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
393,0,31150011100000230020010000,844.01233156,133.92000000,303.67000000,0.93000000,0.93359702,0.78593242,31150011100000230020010000,N, ,Westside,Tipp Hill,NW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,201,HAMILTON ST & FAYETTE ST,54100.00000000,1320000.00000000,0.00000000,0.00000000,0.00000000, ,1978, ,0736000201,07,111.-23-02.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
394,0,31150003400000150120000000,967.94191329,271.37000000,219.84000000,1.37000000,1.36955879,1.20890968,31150003400000150120000000,N, ,Eastside,Salt Springs,SE,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,101,SPRINGFIELD RD & AUDUBON,39800.00000000,601000.00000000,0.00000000,0.00000000,0.00000000, ,1967, ,1785100100,17,034.-15-12.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
395,0,31150010900000010060000000,1441.45933952,150.00000000,321.81000000,1.11000000,1.10816116,1.77460960,31150010900000010060000000,Y, ,Westside,Park Ave.,NW,612,Schools,0.00000000,73528.71000000,3754.95000000,4.00000000,1001,PARK AVE & LAKEVIEW AVE,173700.00000000,1098000.00000000,1098000.00000000,1098000.00000000,1098000.00000000, ,1940, ,0268016701,02,109.-01-06.0,1098000.00000000,1098000.00000000,60025.21000000,13503.50000000,2404.61000000,1350.34000000, , , 
396,0,31150001600000180190000000,1643.39560762,175.00000000,593.58000000,2.38000000,2.38467631,2.13454363,31150001600000180190000000,N, ,Northside,Northside,NE,642,Community Services,0.00000000,11988.29000000,479.53000000,1.00000000,973,JAMES ST TO HIGHLAND AVE,567700.00000000,4000000.00000000,1600000.00000000,1600000.00000000,1600000.00000000, ,1965, ,0644006100,06,016.-18-19.0,1600000.00000000,1600000.00000000,11988.29000000,0.00000000,479.53000000,0.00000000, , , 
397,0,31150011200000240100000000,721.25460382,210.00000000,150.00000000,0.72000000,0.72314050,0.72534709,31150011200000240100000000,N, ,Westside,Far Westside,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,102,ERIE ST & EMERSON AVE,44600.00000000,49000.00000000,0.00000000,0.00000000,0.00000000, ,1965, ,0726201000,07,112.-24-10.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
398,0,31150011700000080080010000,2295.88672734,473.81000000,558.18000000,6.07000000,6.07142483,3.94867824,31150011700000080080010000,N, ,Lakefront,Franklin Square,NW,652,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,412,SPENCER ST TO ONONDAGA CR,176800.00000000,900000.00000000,0.00000000,0.00000000,0.00000000, ,1900, ,0285101101,02,117.-08-08.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
399,0,31150001800000070050000000,315.03899026,138.00000000,79.00000000,0.25000000,0.25027548,0.09251402,31150001800000070050000000,Y, ,Northside,Hawley-Green,NE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,515,HAWLEY AVE & LODI ST,16100.00000000,16100.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0637007700,06,018.-07-05.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
400,0,31150001800000020080000000,1027.46491752,160.00000000,353.81000000,1.30000000,1.29957759,1.29898063,31150001800000020080000000,Y, ,Northside,Lincoln Hill,NE,633,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,918,JAMES ST,203700.00000000,4215000.00000000,4215000.00000000,4215000.00000000,4215000.00000000, ,1970, ,0644006500,06,018.-02-08.0,4215000.00000000,4215000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
401,0,31150003200000010030000000,527.99995750,132.00000000,132.00000000,0.40000000,0.40000000,0.38154299,31150003200000010030000000,N, ,Eastwood,Eastwood,NE,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1600,BURNET AVE & PEAT ST,49900.00000000,218400.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,0613027301,06,032.-01-03.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
402,0,31150010300000040010000000,208.63281138,34.00000000,74.25000000,0.06000000,0.05795455,0.05475860,31150010300000040010000000,Y, ,Northside,Hawley-Green,NE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,498,JAMES ST TO HAWLEY AVE,3600.00000000,3600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0644000100,06,103.-04-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
403,0,31150000800000100040000000,888.91879132,112.33000000,295.70000000,0.76000000,0.76253400,0.70985102,31150000800000100040000000,Y, ,Northside,Northside,NW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,619,SALINA ST N TO STATE ST N,71000.00000000,285000.00000000,285000.00000000,285000.00000000,285000.00000000, ,1960, ,0379002700,03,008.-10-04.0,285000.00000000,285000.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
404,0,31150001600000180200000000,1538.33599993,148.00000000,593.58000000,2.02000000,2.01675482,1.95720234,31150001600000180200000000,N, ,Northside,Northside,NE,615,Schools,0.00000000,0.00000000,0.00000000,0.00000000,953,JAMES ST TO HIGHLAND AVE,547200.00000000,2367600.00000000,2367600.00000000,2367600.00000000,2367600.00000000, ,1975, ,0644006000,06,016.-18-20.0,2367600.00000000,2367600.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
405,0,31150002700000260040000000,1005.08038172,244.00000000,232.42000000,1.30000000,1.30189348,1.16849293,31150002700000260040000000,N, ,Eastwood,Eastwood,NE,662,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2317,BURNET AVE & NICHOLS AVE,203500.00000000,680300.00000000,0.00000000,0.00000000,0.00000000, ,1987, ,0513007600,05,027.-26-04.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
406,0,31150003200000030090000000,1594.40968207,437.63000000,409.31000000,4.11000000,4.11217482,3.28469566,31150003200000030090000000,N, ,Eastside,Salt Springs,NE,651,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,2109-21,ERIE BLVD E,291700.00000000,720000.00000000,0.00000000,0.00000000,0.00000000, ,1987, ,0526200100,05,032.-03-09.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
407,0,31150000800000130220000000,179.19663390,72.56000000,31.59000000,0.05000000,0.05262099,0.02510777,31150000800000130220000000,Y, ,Northside,Northside,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1113,MCBRIDE ST N & DIVISION S,3500.00000000,3600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0358003700,03,008.-13-22.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
408,0,31150002700000090010020000,1649.79233962,334.82000000,490.00000000,3.77000000,3.76634068,3.76720101,31150002700000090010020000,N, ,Eastwood,Eastwood,NE,591,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1039,SUNNYCREST RD & MOSLEY &,160000.00000000,160000.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0588001307,05,027.-09-01.2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
409,0,31150002700000160230000000,424.00302391,80.00000000,132.00000000,0.24000000,0.24242424,0.24243218,31150002700000160230000000,N, ,Eastwood,Eastwood,NE,682,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,401-03,MIDLER AVE S & SUNNYCREST,30600.00000000,381000.00000000,0.00000000,0.00000000,0.00000000, ,1929, ,0561111100,05,027.-16-23.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
410,0,31150002000000100280000000,4332.23902430,290.00000000,710.00000000,4.73000000,4.72681359,12.93853086,31150002000000100280000000,N, ,Eastwood,Eastwood,NE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,296,SHOTWELL PK,2030000.00000000,2054600.00000000,0.00000000,0.00000000,0.00000000, ,1970, ,0582109600,05,020.-10-28.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
411,0,31150000900000260170000000,748.55180530,200.00000000,173.00000000,0.79000000,0.79430670,0.80018417,31150000900000260170000000,Y, ,Northside,Northside,NW,611,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,781,BUTTERNUT ST & PETER ST &,59400.00000000,363500.00000000,0.00000000,0.00000000,0.00000000, ,1925, ,0313003100,03,009.-26-17.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
412,0,31150000900000250410010000,2228.05316829,468.00000000,208.00000000,2.23000000,2.23471074,3.28717471,31150000900000250410010000,Y, ,Northside,Northside,NW,612,Schools,0.00000000,0.00000000,0.00000000,0.00000000,414-38,ALVORD ST S TO PARK ST,165800.00000000,6110700.00000000,0.00000000,0.00000000,0.00000000, ,1923, ,0302001901,03,009.-25-41.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
413,0,31150001900000080070000000,1370.70390444,100.00000000,527.90000000,1.21000000,1.21189164,1.24897542,31150001900000080070000000,Y, ,Northside,Lincoln Hill,NE,515,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1064,JAMES ST TO ELM ST,67100.00000000,801500.00000000,801500.00000000,801500.00000000,801500.00000000, ,1960, ,0644008300,06,019.-08-07.0,801500.00000000,801500.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
414,0,31150000700000340270000000,677.46814760,224.00000000,117.45000000,0.60000000,0.60396694,0.35892285,31150000700000340270000000,Y, ,Northside,Northside,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,1000,SALINA ST N & LODI ST,25600.00000000,25600.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0279107000,02,007.-34-27.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
415,0,31150001500000040330000000,3737.23130206,335.00000000,610.00000000,4.69000000,4.69123049,14.00871181,31150001500000040330000000,Y, ,Northside,Northside,NE,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,112,WHITWELL DR,343900.00000000,671000.00000000,0.00000000,0.00000000,0.00000000, ,1975, ,0496101005,04,015.-04-33.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
416,0,31150000200000120220000000,256.99999352,29.50000000,99.00000000,0.07000000,0.06704545,0.06704715,31150000200000120220000000,Y, ,Northside,Washington Square,NW,534,Recreation,0.00000000,0.00000000,0.00000000,0.00000000,1616,SALINA ST N,10100.00000000,92900.00000000,92900.00000000,92900.00000000,92900.00000000, ,1940, ,0179003100,01,002.-12-22.0,92900.00000000,92900.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
417,0,31150002500000040020010000,1174.18392242,132.00000000,430.92000000,1.31000000,1.30581818,1.39855243,31150002500000040020010000,N, ,Eastwood,Eastwood,NE,642,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,3606,JAMES ST,122000.00000000,350000.00000000,0.00000000,0.00000000,0.00000000, ,1920, ,0544017901,05,025.-04-02.1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
418,0,31150000200000110010000000,1449.11549122,360.00000000,365.00000000,3.02000000,3.01652893,3.01306925,31150000200000110010000000,Y, ,Northside,Washington Square,NW,963,Parks,0.00000000,0.00000000,0.00000000,0.00000000,101,WASHINGTON SQ,291100.00000000,298400.00000000,0.00000000,0.00000000,0.00000000, ,0000, ,0194100100,01,002.-11-01.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
419,0,31150001200000040310000000,9255.13592685,2572.46000000,153.00000000,9.04000000,9.03550000,103.39085240,31150001200000040310000000,N, ,Northside,Court-Woodlawn,NE,695,Cemetery,0.00000000,0.00000000,0.00000000,0.00000000,502,GRANT BLVD & TEALL AVE TO,1841200.00000000,4021700.00000000,0.00000000,0.00000000,0.00000000, ,1984, ,0434006800,04,012.-04-31.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
420,0,31150000400000150170000000,527.28863521,143.58000000,120.00000000,0.40000000,0.39553719,0.39022161,31150000400000150170000000,N, ,Northside,Court-Woodlawn,NW,632,Community Services,0.00000000,0.00000000,0.00000000,0.00000000,1617,COURT ST & LOMA AVE,13600.00000000,63300.00000000,0.00000000,0.00000000,0.00000000, ,1920, ,0119012705,01,004.-15-17.0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000, , , 
