"TRACT","LON","LAT"
"36067006103",-76.14371691,42.99875105
"36067005400",-76.14497426,43.02597613
"36067003800",-76.17451782,43.03572128
"36067004500",-76.11845879,43.04093805
"36067003602",-76.09392589,43.04835361
"36067003200",-76.14894634,43.04737853
"36067002000",-76.18736432,43.05300439
"36067001400",-76.14552455,43.06153399
"36067001900",-76.10351027,43.06842846
